标题,日期,阅读次数,正文
新疆维吾尔自治区召开电视电话会议宣讲中央扶贫开发工作会议精神解读扶贫...,2016/01/15,5384,新疆维吾尔自治区召开电视电话会议宣讲中央扶贫开发工作会议精神解读扶贫攻坚政策
国务院扶贫开发宣讲调研慰问组到黑龙江宣讲调研慰问,2016/01/15,3574,国务院扶贫开发宣讲调研慰问组到黑龙江宣讲调研慰问
扶贫看贵州：一个大棚为何让总书记停留20多分钟？,2016/01/14,5858,扶贫看贵州：一个大棚为何让总书记停留20多分钟？
【新闻联播】【治国理政新实践·脱贫军令状】异地搬迁：搬得出稳得住能致...,2016/01/13,2016-01-13,【新闻联播】【治国理政新实践·脱贫军令状】异地搬迁：搬得出稳得住能致富
【新闻联播】【治国理政新实践·脱贫军令状】内抓培训外推品牌天镇扶贫闯...,2016/01/13,1381,【新闻联播】【治国理政新实践·脱贫军令状】内抓培训外推品牌天镇扶贫闯新路
广西：打好“十三五”开局之战脱贫攻坚不留任何余地,2016/01/13,5566,广西：打好“十三五”开局之战脱贫攻坚不留任何余地
【治国理政新实践·脱贫军令状】精准扶贫：扶贫产业如何长效？,2016/01/12,1736,【治国理政新实践·脱贫军令状】精准扶贫：扶贫产业如何长效？
国务院扶贫办党组全体同志与中央纪委驻农业部纪检组负责同志座谈,2016/01/12,1900,国务院扶贫办党组全体同志与中央纪委驻农业部纪检组负责同志座谈
【人民日报】啃硬骨头是个细致活儿,2016/01/12,4776,【人民日报】啃硬骨头是个细致活儿
武陵山片区区域发展与扶贫攻坚推进会在重庆召开,2016/01/12,1065,武陵山片区区域发展与扶贫攻坚推进会在重庆召开
【农民日报】发展特色产业促进精准脱贫,2016/01/11,5827,【农民日报】发展特色产业促进精准脱贫
交通银行召开扶贫工作领导小组第一次会议,2016/01/11,2016-01-11,交通银行召开扶贫工作领导小组第一次会议
问答神州问答湖南省委书记徐守盛（上）,2016/01/11,1425,问答神州问答湖南省委书记徐守盛（上）
农业部部长韩长赋在赣州调研时强调：以高度责任感抓好产业精准扶贫,2016/01/11,1346,农业部部长韩长赋在赣州调研时强调：以高度责任感抓好产业精准扶贫
【人民日报】以精准发力提高脱贫攻坚成效(深入学习贯彻习近平同志系列重要讲...,2016/01/11,6826,【人民日报】以精准发力提高脱贫攻坚成效(深入学习贯彻习近平同志系列重要讲话精神)
【人民日报海外版】精准扶贫谱致富新曲,2016/01/11,5142,【人民日报海外版】精准扶贫谱致富新曲
【人民日报海外版】2016年，攻坚战怎么打？,2016/01/11,4732,【人民日报海外版】2016年，攻坚战怎么打？
新疆：举全疆之力坚决打赢脱贫攻坚战,2016/01/11,6002,新疆：举全疆之力坚决打赢脱贫攻坚战
【新闻联播】【治国理政新实践·脱贫军令状】精准扶贫：钱怎么用到刀刃上？,2016/01/10,880,【新闻联播】【治国理政新实践·脱贫军令状】精准扶贫：钱怎么用到刀刃上？
刘永富会见中国科协副主席陈章良一行,2016/01/08,2016-01-08,刘永富会见中国科协副主席陈章良一行
欧青平出席贫困村创业致富带头人粤桂两省（区）培训班开班活动并讲话,2016/01/08,3874,欧青平出席贫困村创业致富带头人粤桂两省（区）培训班开班活动并讲话
习近平：扶贫开发防止揠苗助长图虚名,2016/01/07,1853,习近平：扶贫开发防止揠苗助长图虚名
福建省代省长于伟国在屏南调研扶贫开发工作,2016/01/06,2710,福建省代省长于伟国在屏南调研扶贫开发工作
吉林：蒋超良到白城就脱贫攻坚任务进行对接并走访慰问,2016/01/06,2405,吉林：蒋超良到白城就脱贫攻坚任务进行对接并走访慰问
吉林：坚定的目标共同的责任——巴音朝鲁扶贫包保对接会见闻,2016/01/06,2730,吉林：坚定的目标共同的责任——巴音朝鲁扶贫包保对接会见闻
【人民日报】精准扶贫如何“精准”,2016/01/06,4618,【人民日报】精准扶贫如何“精准”
吉林：巴音朝鲁在延边调研时强调——只争朝夕齐心协力坚决打赢脱贫攻坚战确...,2016/01/06,2118,吉林：巴音朝鲁在延边调研时强调——只争朝夕齐心协力坚决打赢脱贫攻坚战确保吉林省人民共同迈入全面小康社会
【联播快讯】吉林脱贫攻坚：单位包村干部包户,2016/01/06,663,【联播快讯】吉林脱贫攻坚：单位包村干部包户
【经济日报】真扶贫才能真脱贫,2016/01/06,2509,【经济日报】真扶贫才能真脱贫
【经济日报】苦干实干，5年脱贫7000万,2016/01/06,2335,【经济日报】苦干实干，5年脱贫7000万
问答神州国务院扶贫开发领导小组办公室主任刘永富(二),2016/01/05,1750,问答神州国务院扶贫开发领导小组办公室主任刘永富(二)
精准施策精准推进精准落地,2016/01/05,2332,精准施策精准推进精准落地
中宣部、中央文明办实施精准扶贫文化之花绽放四川藏区,2016/01/04,1666,中宣部、中央文明办实施精准扶贫文化之花绽放四川藏区
黑龙江省委书记王宪魁在省委扶贫开发工作会议上强调：凝聚全省之力坚决打赢脱...,2015/12/31,1956,黑龙江省委书记王宪魁在省委扶贫开发工作会议上强调：凝聚全省之力坚决打赢脱贫攻坚战
黑龙江：贫困县领导班子尽可能保持相对稳定表现优秀可提级不离,2015/12/30,761,黑龙江：贫困县领导班子尽可能保持相对稳定表现优秀可提级不离
福建省委书记尤权参加福建省扶贫开发工作会议并发表讲话,2015/12/30,1286,福建省委书记尤权参加福建省扶贫开发工作会议并发表讲话
青海：齐心协力打赢脱贫攻坚战给党和人民交上满意答卷,2015/12/29,919,青海：齐心协力打赢脱贫攻坚战给党和人民交上满意答卷
【人民日报】瞄准问题补短板打赢脱贫攻坚战（人民要论）,2015/12/29,1979,【人民日报】瞄准问题补短板打赢脱贫攻坚战（人民要论）
四川：王东明在省脱贫攻坚大会上强调全力以赴打赢脱贫攻坚这场硬仗,2015/12/29,2192,四川：王东明在省脱贫攻坚大会上强调全力以赴打赢脱贫攻坚这场硬仗
2015年全国扶贫开发工作会议在京召开,2015/12/29,2521,2015年全国扶贫开发工作会议在京召开
问答神州国务院扶贫开发领导小组办公室主任刘永富（一）,2015/12/28,3115,问答神州国务院扶贫开发领导小组办公室主任刘永富（一）
扶贫攻坚：靶向发力脱贫精准,2015/12/28,2155,扶贫攻坚：靶向发力脱贫精准
刘永富主任会见吉林省副省长隋忠诚一行,2015/12/25,869,刘永富主任会见吉林省副省长隋忠诚一行
"【人民日报】全国扶贫开发工作会议:""十二五""期间将减贫1亿人",2015/12/25,1284,"【人民日报】全国扶贫开发工作会议:""十二五""期间将减贫1亿人"
2016年将开展脱贫攻坚行动68家央企将对接10000个贫困村,2015/12/25,1102,2016年将开展脱贫攻坚行动68家央企将对接10000个贫困村
张榕明辜胜阻一行到国务院扶贫办调研座谈教育扶贫工作,2015/12/23,796,张榕明辜胜阻一行到国务院扶贫办调研座谈教育扶贫工作
国务院扶贫办党组召开会议，传达学习中央经济工作会议、中央城市工作会议精神,2015/12/23,947,国务院扶贫办党组召开会议，传达学习中央经济工作会议、中央城市工作会议精神
刘永富会见西藏自治区党委书记陈全国、政府主席洛桑江村一行,2015/12/23,998,刘永富会见西藏自治区党委书记陈全国、政府主席洛桑江村一行
习近平2015涉农三大关键词：乡愁、生态环保、精准扶贫,2015/12/23,1241,习近平2015涉农三大关键词：乡愁、生态环保、精准扶贫
习近平视察“互联网之光”博览会满意“精准扶贫”数据平台,2015/12/22,866,习近平视察“互联网之光”博览会满意“精准扶贫”数据平台
欧青平出席第26期贫困村大学生村官培训班结业仪式并讲话,2015/12/21,903,欧青平出席第26期贫困村大学生村官培训班结业仪式并讲话
习近平扶贫：情到深处志比钢坚,2015/12/21,2308,习近平扶贫：情到深处志比钢坚
甘肃省政协主席冯健身：坚持以五中全会精神为指导推动精准扶贫精准脱贫取得...,2015/12/21,798,甘肃省政协主席冯健身：坚持以五中全会精神为指导推动精准扶贫精准脱贫取得实效
洪天云会见老挝国家农村发展与消除贫困委员会副主席一行,2015/12/18,775,洪天云会见老挝国家农村发展与消除贫困委员会副主席一行
辽宁省长陈求发在扶贫联系点义县听取工作汇报,2015/12/18,1224,辽宁省长陈求发在扶贫联系点义县听取工作汇报
洪天云会见全国工商联副主席谢经荣一行,2015/12/17,389,洪天云会见全国工商联副主席谢经荣一行
刘永富出席“万企帮万村”精准扶贫行动领导小组第一次会议,2015/12/17,1028,刘永富出席“万企帮万村”精准扶贫行动领导小组第一次会议
刘永富出席全国金融助推脱贫攻坚电视电话会议,2015/12/17,1115,刘永富出席全国金融助推脱贫攻坚电视电话会议
吉林省委召开常委会议研究扶贫工作,2015/12/17,880,吉林省委召开常委会议研究扶贫工作
吉林省扶贫开发工作会议强调：准目标扛起责任坚决打好打赢脱贫攻坚战,2015/12/17,1685,吉林省扶贫开发工作会议强调：准目标扛起责任坚决打好打赢脱贫攻坚战
"刘永富:到2020年实现""两不愁三保障""核心是""两个确保""",2015/12/16,20934,"刘永富:到2020年实现""两不愁三保障""核心是""两个确保"""
江苏省委书记罗志军、代省长石泰峰出席江苏省扶贫开发工作会议,2015/12/16,1007,江苏省委书记罗志军、代省长石泰峰出席江苏省扶贫开发工作会议
最高人民检察院党组书记曹建明与最高检定点扶贫地区负责同志座谈,2015/12/16,593,最高人民检察院党组书记曹建明与最高检定点扶贫地区负责同志座谈
【经济日报】扶贫攻坚“下好一子、带活全局”,2015/12/16,789,【经济日报】扶贫攻坚“下好一子、带活全局”
【人民日报】脱贫“不留锅底”考核要看实绩,2015/12/16,785,【人民日报】脱贫“不留锅底”考核要看实绩
刘永富会见京东集团首席执行官刘强东一行,2015/12/14,1094,刘永富会见京东集团首席执行官刘强东一行
安徽省委书记王学军在安徽省扶贫开发工作会议上强调突出精准导向强化责任落...,2015/12/14,1859,安徽省委书记王学军在安徽省扶贫开发工作会议上强调突出精准导向强化责任落实举全省之力坚决打赢脱贫攻坚战
汪洋在国务院扶贫开发领导小组会上强调紧紧围绕精准发力加快推进脱贫攻坚,2015/12/14,1039,汪洋在国务院扶贫开发领导小组会上强调紧紧围绕精准发力加快推进脱贫攻坚
【新闻联播】习近平就机关企事业单位做好定点扶贫工作作出重要指示,2015/12/11,735,【新闻联播】习近平就机关企事业单位做好定点扶贫工作作出重要指示
【新闻联播】李克强就机关企事业单位做好定点扶贫工作作出批示,2015/12/11,542,【新闻联播】李克强就机关企事业单位做好定点扶贫工作作出批示
【新闻联播】中央单位定点扶贫工作会议在京召开​,2015/12/11,750,【新闻联播】中央单位定点扶贫工作会议在京召开​
刘永富会见国家旅游局副局长吴文学一行,2015/12/11,541,刘永富会见国家旅游局副局长吴文学一行
浙江省政协组织委员视察核查贫困人口脱贫,2015/12/11,430,浙江省政协组织委员视察核查贫困人口脱贫
洪天云出席中非合作论坛--减贫与发展分论坛,2015/12/11,550,洪天云出席中非合作论坛--减贫与发展分论坛
福建省委召开常委会议学习贯彻东部地区扶贫工作座谈会精神,2015/12/11,524,福建省委召开常委会议学习贯彻东部地区扶贫工作座谈会精神
江西党政代表团考察苏宁推进互联网+和电商扶贫,2015/12/11,543,江西党政代表团考察苏宁推进互联网+和电商扶贫
刘永富：国务院扶贫办将实施系列行动计划打赢脱贫攻坚战,2015/12/11,1101,刘永富：国务院扶贫办将实施系列行动计划打赢脱贫攻坚战
